"","workclass","marital_status","occupation","relationship","race","sex","native_country","income","age","education_num","hours_per_week","capital"
"1402","Private","Married","Prof-specialty","Wife","White","Female","USA",">50K",43,13,50,15024
"1403","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",46,14,65,15024
"1404","State-gov","Married","Exec-managerial","Husband","White","Male","USA","<=50K",44,10,40,3411
"1405","Private","Never-married","Adm-clerical","Not-in-family","White","Female","USA","<=50K",31,10,38,2463
"1406","Private","Married","Craft-repair","Husband","White","Male","USA","<=50K",30,5,40,2580
"1407","Private","Never-married","Exec-managerial","Not-in-family","White","Male","USA",">50K",36,13,40,8614
"1408","State-gov","Married","Other-service","Husband","Black","Male","USA",">50K",46,9,40,7298
"1409","Self-emp-inc","Married","Sales","Husband","White","Male","USA",">50K",66,13,26,5556
"1410","Private","Married","Transport-moving","Husband","White","Male","USA",">50K",46,10,40,3103
"1411","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",47,15,48,99999
"1412","Private","Widowed","Exec-managerial","Not-in-family","White","Male","USA","<=50K",56,10,60,4416
"1413","Self-emp-not-inc","Divorced","Exec-managerial","Not-in-family","White","Female","USA",">50K",51,9,35,99999
"1414","Private","Married","Adm-clerical","Husband","White","Male","USA",">50K",44,11,51,7298
"1415","State-gov","Never-married","Transport-moving","Not-in-family","White","Female","USA",">50K",41,9,40,14344
"1416","Private","Married","Sales","Wife","Amer-Indian-Eskimo","Female","Other",">50K",42,15,40,15024
"1417","Private","Married","Craft-repair","Husband","White","Male","USA",">50K",31,10,50,4386
"1418","State-gov","Married","Prof-specialty","Husband","White","Male","USA",">50K",53,11,40,4386
"1419","Private","Married","Sales","Husband","White","Male","USA",">50K",30,13,50,7298
"1420","Private","Married","Transport-moving","Husband","White","Male","USA",">50K",37,11,50,15024
"1421","Self-emp-inc","Married","Exec-managerial","Husband","White","Male","USA",">50K",74,10,25,20051
"1422","Local-gov","Married","Exec-managerial","Husband","White","Male","USA",">50K",61,14,60,7298
"1423","Private","Married","Sales","Wife","Other","Female","USA",">50K",29,12,45,7688
"1424","Private","Married","Adm-clerical","Wife","White","Female","USA","<=50K",35,10,27,3908
"1425","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",46,10,50,15024
"1426","Private","Married","Craft-repair","Husband","White","Male","USA","<=50K",30,4,40,2829
"1427","Private","Married","Transport-moving","Husband","Black","Male","USA",">50K",57,8,40,7688
"1428","Local-gov","Never-married","Adm-clerical","Not-in-family","White","Female","USA",">50K",42,13,40,99999
"1429","Self-emp-inc","Divorced","Craft-repair","Unmarried","White","Male","USA","<=50K",43,9,50,5455
"1430","Private","Divorced","Prof-specialty","Other-relative","White","Male","USA",">50K",50,16,50,10520
"1431","Private","Widowed","Other-service","Not-in-family","White","Female","Other","<=50K",37,10,40,2354
"1432","Self-emp-not-inc","Married","Farming-fishing","Husband","White","Male","USA","<=50K",70,10,70,2653
"1433","Private","Married","Craft-repair","Husband","White","Male","USA",">50K",31,9,40,7298
"1434","Self-emp-inc","Married","Prof-specialty","Husband","White","Male","USA",">50K",47,15,50,99999
"1435","Self-emp-inc","Never-married","Exec-managerial","Not-in-family","White","Female","Other",">50K",34,14,45,4787
"1436","Federal-gov","Married","Tech-support","Wife","White","Female","USA","<=50K",33,10,40,4064
"1437","Private","Divorced","Sales","Not-in-family","Black","Male","USA",">50K",61,13,48,4787
"1438","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",74,15,50,99999
"1439","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",34,11,50,4386
"1440","Private","Married","Sales","Husband","White","Male","USA",">50K",54,13,40,3103
"1441","Private","Never-married","Prof-specialty","Not-in-family","White","Male","Other","<=50K",28,16,50,594
"1442","Self-emp-not-inc","Married","Transport-moving","Husband","White","Male","USA","<=50K",54,10,30,2829
"1443","State-gov","Never-married","Protective-serv","Unmarried","Black","Female","USA","<=50K",32,10,40,3887
"1444","Federal-gov","Married","Exec-managerial","Husband","White","Male","USA",">50K",71,10,40,20051
"1445","Private","Married","Craft-repair","Husband","Other","Male","Other",">50K",53,3,40,5178
"1446","Self-emp-inc","Married","Prof-specialty","Wife","White","Female","Other",">50K",67,9,30,20051
"1447","Private","Married","Transport-moving","Husband","White","Male","USA",">50K",53,10,45,7298
"1448","Local-gov","Married","Craft-repair","Husband","White","Male","USA",">50K",37,10,40,5178
"1449","Self-emp-not-inc","Married","Prof-specialty","Husband","White","Male","USA",">50K",46,15,40,15024
"1450","Private","Married","Other-service","Wife","White","Female","USA",">50K",29,9,40,4386
"1451","Private","Never-married","Transport-moving","Own-child","White","Male","USA","<=50K",18,9,25,1055
"1452","Private","Married","Handlers-cleaners","Husband","White","Male","USA","<=50K",33,9,40,3781
"1453","Private","Never-married","Adm-clerical","Own-child","White","Female","USA",">50K",35,11,40,14344
"1454","Private","Divorced","Craft-repair","Unmarried","White","Female","USA","<=50K",41,9,50,1506
"1455","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",47,13,50,15024
"1456","Self-emp-not-inc","Married","Exec-managerial","Husband","White","Male","USA",">50K",36,13,40,7298
"1457","State-gov","Married","Exec-managerial","Husband","White","Male","USA",">50K",48,13,40,5178
"1458","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",39,16,55,99999
"1459","Private","Married","Adm-clerical","Husband","White","Male","USA",">50K",56,13,44,5178
"1460","Private","Divorced","Machine-op-inspct","Not-in-family","White","Male","USA","<=50K",47,9,40,4650
"1461","Private","Married","Tech-support","Husband","White","Male","USA",">50K",36,13,42,3103
"1462","Local-gov","Married","Prof-specialty","Husband","White","Male","USA",">50K",45,10,50,7688
"1463","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",46,12,50,15024
"1464","Self-emp-inc","Married","Exec-managerial","Husband","White","Male","USA",">50K",59,10,60,15024
"1465","Private","Married","Exec-managerial","Husband","Asian-Pac-Islander","Male","Other","<=50K",47,13,65,2885
"1466","Private","Married","Sales","Husband","White","Male","USA",">50K",45,8,40,7688
"1467","Federal-gov","Widowed","Tech-support","Not-in-family","White","Female","USA","<=50K",73,10,40,3273
"1468","Local-gov","Married","Other-service","Husband","White","Male","USA","<=50K",90,9,40,6767
"1469","Self-emp-not-inc","Divorced","Sales","Not-in-family","White","Male","USA","<=50K",41,9,45,3674
"1470","Private","Married","Adm-clerical","Husband","White","Male","USA","<=50K",68,9,40,3818
"1471","Self-emp-inc","Married","Exec-managerial","Husband","White","Male","USA",">50K",41,13,40,7688
"1472","Self-emp-inc","Married","Exec-managerial","Husband","White","Male","USA",">50K",58,13,30,7688
"1473","Private","Divorced","Handlers-cleaners","Not-in-family","White","Male","USA","<=50K",33,4,35,2176
"1474","Private","Married","Sales","Husband","White","Male","USA",">50K",35,9,50,5178
"1475","Self-emp-not-inc","Married","Craft-repair","Husband","White","Male","Other","<=50K",66,12,30,2290
"1476","Private","Widowed","Prof-specialty","Not-in-family","White","Male","USA",">50K",73,11,60,25124
"1477","Private","Never-married","Tech-support","Not-in-family","White","Female","USA",">50K",30,13,45,4787
"1478","Private","Married","Handlers-cleaners","Wife","White","Female","USA","<=50K",44,9,30,3137
"1479","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",43,15,60,99999
"1480","Local-gov","Married","Protective-serv","Husband","White","Male","USA",">50K",53,10,40,4386
"1481","Private","Married","Craft-repair","Husband","White","Male","USA",">50K",38,8,40,7688
"1482","State-gov","Married","Prof-specialty","Husband","Asian-Pac-Islander","Male","Other",">50K",43,13,40,15024
"1483","Local-gov","Married","Exec-managerial","Husband","White","Male","USA",">50K",50,9,40,5178
"1484","Self-emp-not-inc","Never-married","Sales","Not-in-family","White","Male","USA",">50K",45,13,45,14084
"1485","Private","Never-married","Machine-op-inspct","Not-in-family","White","Male","USA","<=50K",34,9,30,4416
"1486","Private","Never-married","Exec-managerial","Not-in-family","White","Male","USA",">50K",32,13,48,13550
"1487","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",48,13,45,15024
"1488","Private","Married","Sales","Husband","White","Male","USA",">50K",68,13,40,20051
"1489","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",47,15,55,15024
"1490","Private","Married","Sales","Husband","White","Male","USA",">50K",42,9,50,5178
"1491","Self-emp-not-inc","Married","Farming-fishing","Husband","White","Male","USA","<=50K",65,3,21,1797
"1492","Private","Married","Craft-repair","Husband","White","Male","USA",">50K",47,10,55,7688
"1493","Private","Married","Tech-support","Husband","Asian-Pac-Islander","Male","Other","<=50K",39,13,40,3137
"1494","Private","Never-married","Prof-specialty","Not-in-family","White","Female","Other","<=50K",56,13,52,2907
"1495","Private","Married","Sales","Husband","White","Male","USA",">50K",47,10,60,99999
"1496","Self-emp-not-inc","Married","Adm-clerical","Wife","White","Female","USA",">50K",52,13,30,99999
"1497","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",43,13,50,15024
"1498","Private","Married","Craft-repair","Husband","White","Male","USA",">50K",49,9,45,3103
"1499","Self-emp-inc","Married","Exec-managerial","Husband","White","Male","USA",">50K",44,10,45,7688
"1500","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",58,12,60,5178
"1501","Local-gov","Divorced","Prof-specialty","Not-in-family","White","Female","USA",">50K",53,16,40,10520
"1502","Private","Married","Prof-specialty","Wife","White","Female","USA",">50K",47,14,40,7688
"1503","Local-gov","Married","Protective-serv","Wife","Black","Female","USA",">50K",44,13,40,15024
"1504","Private","Never-married","Prof-specialty","Own-child","White","Female","USA","<=50K",21,10,32,1055
"1505","Private","Separated","Adm-clerical","Unmarried","White","Female","USA","<=50K",48,9,40,914
"1506","Private","Married","Craft-repair","Husband","White","Male","USA","<=50K",28,9,40,3411
"1507","Private","Married","Machine-op-inspct","Husband","White","Male","USA","<=50K",37,9,50,3464
"1508","Private","Divorced","Sales","Not-in-family","White","Female","USA","<=50K",36,10,45,3325
"1509","Self-emp-inc","Married","Exec-managerial","Husband","White","Male","USA",">50K",67,9,50,9386
"1510","Self-emp-not-inc","Divorced","Exec-managerial","Unmarried","White","Female","USA",">50K",49,9,30,14084
"1511","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",44,14,55,7688
"1512","Self-emp-not-inc","Married","Farming-fishing","Husband","White","Male","USA",">50K",65,9,60,10605
"1513","Private","Never-married","Handlers-cleaners","Not-in-family","White","Male","USA","<=50K",38,9,50,594
"1514","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",45,14,50,15024
"1515","Federal-gov","Divorced","Prof-specialty","Unmarried","White","Male","USA",">50K",60,11,40,4934
"1516","State-gov","Married","Prof-specialty","Wife","White","Female","Other",">50K",38,16,40,7688
"1517","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",52,10,55,3103
"1518","Private","Married","Adm-clerical","Wife","White","Female","USA",">50K",40,10,40,7298
"1519","Self-emp-not-inc","Widowed","Prof-specialty","Not-in-family","White","Male","USA",">50K",67,14,2,18481
"1520","Private","Divorced","Prof-specialty","Not-in-family","White","Female","USA",">50K",60,13,48,8614
"1521","Local-gov","Married","Prof-specialty","Husband","White","Male","USA",">50K",43,15,45,15024
"1522","Private","Married","Craft-repair","Husband","White","Male","USA",">50K",55,9,40,3103
"1523","Private","Married","Prof-specialty","Wife","White","Female","USA",">50K",40,14,24,15024
"1524","Private","Never-married","Priv-house-serv","Not-in-family","Black","Female","USA","<=50K",62,5,22,1055
"1525","Private","Married","Craft-repair","Husband","White","Male","USA","<=50K",31,11,38,3464
"1526","Private","Never-married","Prof-specialty","Not-in-family","White","Female","USA","<=50K",28,11,40,4650
"1527","Private","Married","Sales","Husband","White","Male","USA",">50K",33,13,50,7688
"1528","Federal-gov","Married","Adm-clerical","Husband","White","Male","Other",">50K",30,10,48,7298
"1529","Local-gov","Married","Adm-clerical","Wife","White","Female","USA",">50K",50,9,30,7298
"1530","Self-emp-inc","Married","Exec-managerial","Wife","White","Female","USA","<=50K",81,6,28,2936
"1531","Private","Married","Craft-repair","Husband","White","Male","USA",">50K",34,9,40,7688
"1532","Federal-gov","Never-married","Prof-specialty","Not-in-family","White","Female","USA",">50K",43,11,40,13550
"1533","Federal-gov","Never-married","Exec-managerial","Not-in-family","Black","Male","USA",">50K",36,10,40,13550
"1534","Private","Never-married","Adm-clerical","Unmarried","White","Female","USA","<=50K",38,10,35,6497
"1535","Self-emp-not-inc","Married","Exec-managerial","Husband","White","Male","Other",">50K",53,2,67,7688
"1536","Local-gov","Married","Prof-specialty","Wife","White","Female","USA",">50K",44,14,40,4386
"1537","Private","Married","Adm-clerical","Wife","White","Female","USA",">50K",51,13,20,7688
"1538","Private","Married","Sales","Husband","White","Male","USA",">50K",63,10,48,7298
"1539","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",50,14,65,15024
"1540","Private","Married","Craft-repair","Husband","White","Male","USA","<=50K",24,10,40,2407
"1541","Self-emp-not-inc","Married","Sales","Husband","White","Male","USA",">50K",38,13,50,7298
"1542","Self-emp-not-inc","Married","Prof-specialty","Husband","Asian-Pac-Islander","Male","USA",">50K",38,13,60,3103
"1543","Federal-gov","Separated","Prof-specialty","Not-in-family","White","Male","USA",">50K",58,13,40,4787
"1544","Private","Never-married","Craft-repair","Other-relative","Amer-Indian-Eskimo","Male","USA",">50K",37,9,48,27828
"1545","Self-emp-inc","Married","Exec-managerial","Husband","Asian-Pac-Islander","Male","Other",">50K",50,13,50,7688
"1546","Private","Married","Craft-repair","Husband","White","Male","USA","<=50K",32,9,40,2407
"1547","Self-emp-not-inc","Married","Prof-specialty","Husband","White","Male","USA",">50K",32,15,45,7688
"1548","Private","Married","Craft-repair","Husband","Black","Male","USA",">50K",42,9,45,7688
"1549","Private","Widowed","Exec-managerial","Unmarried","White","Male","USA",">50K",58,13,40,8614
"1550","Private","Married","Tech-support","Wife","White","Female","USA",">50K",48,13,40,99999
"1551","Private","Widowed","Priv-house-serv","Not-in-family","White","Female","USA","<=50K",79,4,30,2964
"1552","Private","Divorced","Tech-support","Unmarried","White","Female","USA","<=50K",60,9,40,2597
"1553","Private","Divorced","Adm-clerical","Unmarried","White","Female","USA","<=50K",39,10,45,114
"1554","Private","Never-married","Prof-specialty","Not-in-family","White","Female","USA",">50K",29,12,40,8614
"1555","Self-emp-inc","Married","Farming-fishing","Husband","White","Male","USA",">50K",77,16,40,20051
"1556","Self-emp-not-inc","Married","Sales","Husband","White","Male","USA",">50K",50,14,55,7688
"1557","Private","Never-married","Adm-clerical","Own-child","White","Female","USA","<=50K",19,10,20,594
"1558","Self-emp-inc","Married","Sales","Husband","White","Male","USA",">50K",55,13,60,99999
"1559","Private","Married","Transport-moving","Husband","White","Male","USA","<=50K",33,9,40,3908
"1560","Private","Married","Handlers-cleaners","Husband","White","Male","USA",">50K",28,7,40,7688
"1561","Self-emp-not-inc","Married","Sales","Husband","White","Male","USA",">50K",33,13,80,7298
"1562","Self-emp-not-inc","Married","Farming-fishing","Not-in-family","White","Female","USA",">50K",56,10,20,27828
"1563","Private","Divorced","Exec-managerial","Unmarried","White","Female","USA","<=50K",34,9,50,2977
"1564","Private","Married","Craft-repair","Husband","White","Male","USA","<=50K",49,9,60,5013
"1565","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",35,9,40,5178
"1566","Private","Never-married","Transport-moving","Not-in-family","Black","Male","USA","<=50K",26,10,75,2174
"1567","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",50,9,40,99999
"1568","Without-pay","Married","Transport-moving","Husband","White","Male","USA","<=50K",65,9,20,2414
"1569","Private","Married","Craft-repair","Husband","White","Male","USA",">50K",46,10,40,7688
"1570","Private","Married","Exec-managerial","Husband","White","Male","USA","<=50K",56,13,40,4508
"1571","Private","Married","Exec-managerial","Husband","White","Male","USA","<=50K",26,7,40,3411
"1572","Private","Never-married","Priv-house-serv","Not-in-family","White","Male","USA","<=50K",44,11,25,594
"1573","Local-gov","Married","Protective-serv","Husband","White","Male","USA","<=50K",28,9,40,3908
"1574","Private","Never-married","Sales","Not-in-family","White","Male","USA",">50K",35,9,40,4787
"1575","Private","Married","Craft-repair","Husband","White","Male","USA",">50K",39,15,40,7688
"1576","Private","Divorced","Prof-specialty","Not-in-family","White","Female","USA",">50K",38,11,40,14344
"1577","Private","Never-married","Prof-specialty","Not-in-family","Black","Female","USA",">50K",31,13,60,14084
"1578","Private","Married","Adm-clerical","Husband","Black","Male","USA",">50K",45,9,40,7298
"1579","Self-emp-inc","Married","Sales","Husband","White","Male","USA",">50K",52,13,50,15024
"1580","Self-emp-not-inc","Married","Farming-fishing","Husband","White","Male","USA","<=50K",63,14,50,41310
"1581","Self-emp-inc","Divorced","Sales","Unmarried","White","Female","USA","<=50K",40,12,40,1506
"1582","Private","Married","Adm-clerical","Husband","White","Male","USA",">50K",37,14,50,7688
"1583","Private","Divorced","Sales","Unmarried","Black","Male","USA","<=50K",45,9,40,5455
"1584","Private","Never-married","Adm-clerical","Own-child","White","Male","USA","<=50K",26,10,40,2597
"1585","Private","Separated","Exec-managerial","Not-in-family","White","Male","Other",">50K",37,14,60,27828
"1586","Federal-gov","Married","Transport-moving","Wife","White","Female","USA",">50K",41,10,40,7298
"1587","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",39,13,50,3103
"1588","Private","Married","Exec-managerial","Husband","White","Male","USA","<=50K",33,9,40,5013
"1589","State-gov","Married","Sales","Husband","White","Male","USA",">50K",49,14,80,99999
"1590","Private","Married","Other-service","Wife","Asian-Pac-Islander","Female","Other",">50K",40,13,52,7688
"1591","Local-gov","Divorced","Prof-specialty","Not-in-family","White","Female","USA",">50K",46,13,25,4787
"1592","Private","Married","Adm-clerical","Husband","White","Male","USA",">50K",48,9,45,4386
"1593","Private","Never-married","Machine-op-inspct","Not-in-family","White","Male","USA","<=50K",63,9,40,2174
"1594","Private","Married","Prof-specialty","Wife","White","Female","USA",">50K",40,15,30,15024
"1595","Private","Married","Exec-managerial","Husband","White","Male","USA","<=50K",32,13,50,4064
"1596","Local-gov","Married","Adm-clerical","Husband","White","Male","USA",">50K",37,13,40,7298
"1597","Self-emp-not-inc","Divorced","Prof-specialty","Unmarried","White","Female","USA",">50K",42,15,44,7430
"1598","Local-gov","Never-married","Adm-clerical","Not-in-family","White","Male","USA","<=50K",29,12,40,3674
"1599","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",40,14,40,7688
"1600","Private","Married","Exec-managerial","Husband","Asian-Pac-Islander","Male","Other",">50K",44,16,40,15024
"1601","Private","Never-married","Adm-clerical","Not-in-family","White","Female","USA","<=50K",68,14,20,6360
"1602","State-gov","Married","Prof-specialty","Husband","Black","Male","USA",">50K",34,10,40,4386
"1603","Self-emp-inc","Married","Craft-repair","Husband","White","Male","USA","<=50K",64,9,10,2635
"1604","Private","Married","Craft-repair","Husband","White","Male","USA","<=50K",51,11,40,5013
"1605","Local-gov","Divorced","Exec-managerial","Not-in-family","White","Female","USA",">50K",52,14,60,4787
"1606","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",47,13,40,15024
"1607","Private","Divorced","Other-service","Not-in-family","White","Male","USA","<=50K",25,9,40,2597
"1608","Local-gov","Married","Protective-serv","Husband","Black","Male","USA",">50K",35,9,35,7298
"1609","Private","Married","Exec-managerial","Husband","White","Male","Other",">50K",33,14,60,7298
"1610","Private","Married","Other-service","Husband","Asian-Pac-Islander","Male","Other","<=50K",43,9,60,2829
"1611","Private","Never-married","Craft-repair","Own-child","White","Male","USA","<=50K",18,8,20,594
"1612","Private","Married","Handlers-cleaners","Husband","White","Male","USA",">50K",35,13,35,7298
"1613","Private","Married","Craft-repair","Husband","White","Male","USA",">50K",54,9,40,7688
"1614","Private","Married","Prof-specialty","Wife","White","Female","USA",">50K",41,13,10,7688
"1615","Private","Married","Tech-support","Husband","White","Male","USA",">50K",46,10,40,5178
"1616","Self-emp-not-inc","Never-married","Craft-repair","Not-in-family","White","Male","USA",">50K",30,9,50,99999
"1617","State-gov","Never-married","Prof-specialty","Not-in-family","White","Female","USA","<=50K",27,13,40,4101
"1618","Local-gov","Never-married","Prof-specialty","Own-child","White","Male","USA",">50K",46,13,45,4787
"1619","Private","Divorced","Exec-managerial","Not-in-family","White","Male","USA","<=50K",45,11,50,2174
"1620","Private","Divorced","Craft-repair","Not-in-family","White","Male","Other","<=50K",23,9,50,4650
"1621","Self-emp-inc","Married","Exec-managerial","Husband","White","Male","USA",">50K",58,11,40,15024
"1622","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",50,14,50,15024
"1623","Private","Never-married","Sales","Not-in-family","White","Female","USA",">50K",59,14,45,27828
"1624","Local-gov","Never-married","Prof-specialty","Not-in-family","White","Female","USA","<=50K",28,13,50,2202
"1625","Private","Married","Machine-op-inspct","Husband","White","Male","USA","<=50K",49,9,50,4064
"1626","Private","Never-married","Exec-managerial","Own-child","White","Female","USA",">50K",32,13,40,10520
"1627","Private","Never-married","Adm-clerical","Not-in-family","White","Male","USA",">50K",28,13,60,10520
"1628","Private","Married","Craft-repair","Husband","White","Male","USA",">50K",50,9,40,7688
"1629","Self-emp-inc","Married","Exec-managerial","Husband","White","Male","USA",">50K",54,13,40,15024
"1630","Private","Never-married","Prof-specialty","Own-child","White","Male","USA",">50K",26,13,64,10520
"1631","Private","Never-married","Prof-specialty","Not-in-family","White","Male","USA",">50K",30,13,45,13550
"1632","Private","Never-married","Machine-op-inspct","Unmarried","Black","Female","USA","<=50K",47,7,40,6849
"1633","Private","Never-married","Prof-specialty","Not-in-family","Black","Male","USA",">50K",39,10,40,4787
"1634","Private","Married","Sales","Husband","White","Male","USA","<=50K",26,9,40,2885
"1635","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",50,13,40,15024
"1636","Private","Married","Craft-repair","Husband","White","Male","USA","<=50K",22,10,40,2407
"1637","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",43,9,50,15024
"1638","Self-emp-not-inc","Married","Craft-repair","Husband","White","Male","USA",">50K",35,9,60,7298
"1639","Private","Married","Adm-clerical","Husband","White","Male","USA","<=50K",20,9,50,3781
"1640","Private","Married","Craft-repair","Husband","White","Male","USA","<=50K",44,10,55,4386
"1641","Private","Married","Exec-managerial","Husband","White","Male","Other",">50K",52,10,55,15024
"1642","Private","Married","Handlers-cleaners","Husband","White","Male","USA","<=50K",59,6,40,3942
"1643","Private","Never-married","Tech-support","Not-in-family","White","Female","USA","<=50K",28,10,40,4865
"1644","Local-gov","Divorced","Other-service","Not-in-family","White","Female","USA","<=50K",52,12,30,4865
"1645","Private","Married","Craft-repair","Husband","White","Male","USA","<=50K",36,9,40,4064
"1646","Private","Married","Sales","Husband","White","Male","USA",">50K",52,9,45,99999
"1647","Self-emp-not-inc","Married","Exec-managerial","Other-relative","White","Male","USA",">50K",29,10,45,4386
"1648","Private","Married","Prof-specialty","Husband","White","Male","USA","<=50K",42,13,40,5013
"1649","Private","Married","Other-service","Wife","Black","Female","USA","<=50K",47,9,40,5013
"1650","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",51,9,40,7298
"1651","Local-gov","Married","Craft-repair","Husband","White","Male","USA",">50K",51,9,40,4386
"1652","Local-gov","Separated","Adm-clerical","Not-in-family","White","Female","USA","<=50K",28,9,40,5721
"1653","Private","Never-married","Exec-managerial","Own-child","White","Female","USA","<=50K",21,11,60,2174
"1654","Private","Divorced","Adm-clerical","Unmarried","White","Female","USA","<=50K",55,10,20,4650
"1655","Self-emp-not-inc","Married","Farming-fishing","Husband","White","Male","USA",">50K",44,9,60,15024
"1656","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",41,9,43,7688
"1657","Local-gov","Married","Adm-clerical","Husband","White","Male","USA","<=50K",61,4,40,2885
"1658","Private","Married","Transport-moving","Husband","Black","Male","USA","<=50K",67,4,40,10566
"1659","Self-emp-not-inc","Married","Farming-fishing","Husband","White","Male","Other","<=50K",43,4,40,4508
"1660","Private","Married","Transport-moving","Husband","White","Male","USA",">50K",59,10,35,3103
"1661","Self-emp-inc","Divorced","Prof-specialty","Unmarried","White","Male","USA","<=50K",49,13,45,6497
"1662","Local-gov","Never-married","Protective-serv","Unmarried","Other","Male","USA","<=50K",24,10,40,1151
"1663","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",46,15,50,99999
"1664","Self-emp-inc","Married","Exec-managerial","Husband","White","Male","USA",">50K",71,10,50,20051
"1665","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",58,9,60,15024
"1666","Self-emp-not-inc","Married","Sales","Own-child","White","Female","USA",">50K",46,9,40,7298
"1667","Private","Never-married","Transport-moving","Not-in-family","White","Male","USA",">50K",69,9,40,15831
"1668","Private","Married","Craft-repair","Husband","White","Male","USA",">50K",45,11,40,15024
"1669","Private","Never-married","Craft-repair","Own-child","White","Male","USA","<=50K",35,7,40,6849
"1670","Self-emp-not-inc","Married","Sales","Husband","White","Male","USA","<=50K",42,9,45,3908
"1671","Self-emp-not-inc","Married","Exec-managerial","Husband","White","Male","USA","<=50K",65,10,40,2290
"1672","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",30,13,35,15024
"1673","Private","Married","Sales","Husband","White","Male","USA","<=50K",28,5,40,4508
"1674","Private","Married","Sales","Husband","White","Male","USA",">50K",44,13,40,7688
"1675","Self-emp-inc","Married","Prof-specialty","Husband","White","Male","USA",">50K",40,15,40,15024
"1676","Private","Divorced","Tech-support","Unmarried","Black","Female","USA",">50K",42,14,35,4687
"1677","Private","Married","Machine-op-inspct","Husband","White","Male","USA","<=50K",53,10,40,3137
"1678","Self-emp-inc","Married","Prof-specialty","Husband","White","Male","USA",">50K",48,16,55,7688
"1679","Private","Divorced","Exec-managerial","Unmarried","Black","Female","USA",">50K",39,14,60,15020
"1680","Private","Never-married","Prof-specialty","Not-in-family","White","Female","USA",">50K",29,13,40,14344
"1681","Private","Never-married","Craft-repair","Unmarried","White","Male","USA","<=50K",28,9,40,2354
"1682","Private","Never-married","Exec-managerial","Not-in-family","White","Male","USA",">50K",30,13,60,27828
"1683","Private","Married","Prof-specialty","Wife","White","Female","USA",">50K",58,13,35,99999
"1684","Self-emp-inc","Married","Exec-managerial","Husband","White","Male","USA",">50K",49,10,50,15024
"1685","Self-emp-inc","Married","Exec-managerial","Husband","White","Male","USA",">50K",52,14,60,15024
"1686","Self-emp-not-inc","Married","Farming-fishing","Husband","White","Male","USA","<=50K",47,9,65,2829
"1687","Private","Divorced","Adm-clerical","Unmarried","White","Female","USA",">50K",37,10,25,25236
"1688","Private","Married","Craft-repair","Husband","White","Male","USA",">50K",55,9,40,7688
"1689","Private","Married","Craft-repair","Husband","White","Male","USA",">50K",48,11,40,7688
"1690","Federal-gov","Married","Protective-serv","Husband","White","Male","USA",">50K",44,11,48,7298
"1691","Private","Married","Transport-moving","Husband","White","Male","USA",">50K",35,9,80,15024
"1692","Private","Never-married","Exec-managerial","Not-in-family","White","Male","Other",">50K",27,11,65,10520
"1693","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",37,9,45,4386
"1694","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",34,13,55,3103
"1695","Private","Married","Sales","Wife","White","Female","USA","<=50K",34,10,20,4386
"1696","Private","Married","Exec-managerial","Wife","White","Female","USA",">50K",34,10,40,7298
"1697","Private","Never-married","Adm-clerical","Not-in-family","White","Male","USA","<=50K",31,9,40,2174
"1698","Self-emp-not-inc","Married","Craft-repair","Husband","White","Male","USA",">50K",69,10,72,9386
"1699","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",34,13,55,5178
"1700","Private","Married","Sales","Husband","White","Male","USA","<=50K",42,9,40,4064
"1701","Private","Married","Craft-repair","Husband","White","Male","USA",">50K",42,10,45,3103
"1702","Self-emp-inc","Married","Exec-managerial","Husband","White","Male","USA",">50K",49,10,50,15024
